entity_id,state,last_changed
sensor.shellypro3em_9454c5b9b340_total_active_power,9.69,2026-04-29T02:57:48.562Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.722,2026-04-29T02:58:02.528Z
sensor.shellypro3em_9454c5b9b340_total_active_power,4.441,2026-04-29T02:58:03.497Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.002,2026-04-29T02:58:04.500Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.647,2026-04-29T02:58:10.495Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.538,2026-04-29T02:58:24.494Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.983,2026-04-29T02:58:38.496Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.94,2026-04-29T02:58:52.491Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.355,2026-04-29T02:59:04.495Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.486,2026-04-29T02:59:06.523Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.873,2026-04-29T02:59:20.496Z
sensor.shellypro3em_9454c5b9b340_total_active_power,14.434,2026-04-29T02:59:28.495Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.479,2026-04-29T02:59:30.499Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.793,2026-04-29T02:59:44.489Z
sensor.shellypro3em_9454c5b9b340_total_active_power,121.661,2026-04-29T02:59:58.604Z
sensor.shellypro3em_9454c5b9b340_total_active_power,126.388,2026-04-29T02:59:59.482Z
sensor.shellypro3em_9454c5b9b340_total_active_power,44.395,2026-04-29T03:00:00.667Z
sensor.shellypro3em_9454c5b9b340_total_active_power,-7.049,2026-04-29T03:00:02.480Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.236,2026-04-29T03:00:05.480Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.075,2026-04-29T03:00:19.480Z
sensor.shellypro3em_9454c5b9b340_total_active_power,-104.923,2026-04-29T03:00:27.480Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.664,2026-04-29T03:00:29.947Z
sensor.shellypro3em_9454c5b9b340_total_active_power,-40.929,2026-04-29T03:00:31.478Z
sensor.shellypro3em_9454c5b9b340_total_active_power,-33.427,2026-04-29T03:00:33.480Z
sensor.shellypro3em_9454c5b9b340_total_active_power,-22.778,2026-04-29T03:00:34.477Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.765,2026-04-29T03:00:41.480Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.125,2026-04-29T03:00:56.487Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.882,2026-04-29T03:01:10.462Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.413,2026-04-29T03:01:24.455Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.37,2026-04-29T03:01:38.451Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.159,2026-04-29T03:01:52.446Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.043,2026-04-29T03:02:06.439Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.183,2026-04-29T03:02:21.430Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.277,2026-04-29T03:02:36.420Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.452,2026-04-29T03:02:51.408Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.647,2026-04-29T03:03:06.422Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.654,2026-04-29T03:03:21.384Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.034,2026-04-29T03:03:36.366Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.815,2026-04-29T03:03:51.355Z
sensor.shellypro3em_9454c5b9b340_total_active_power,6.51,2026-04-29T03:03:55.351Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.142,2026-04-29T03:04:00.630Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.026,2026-04-29T03:04:15.338Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.671,2026-04-29T03:04:30.326Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.099,2026-04-29T03:04:41.317Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.781,2026-04-29T03:04:50.370Z
sensor.shellypro3em_9454c5b9b340_total_active_power,1293.237,2026-04-29T03:05:05.305Z
sensor.shellypro3em_9454c5b9b340_total_active_power,78.915,2026-04-29T03:05:06.307Z
sensor.shellypro3em_9454c5b9b340_total_active_power,-188.413,2026-04-29T03:05:08.302Z
sensor.shellypro3em_9454c5b9b340_total_active_power,-253.735,2026-04-29T03:05:10.341Z
sensor.shellypro3em_9454c5b9b340_total_active_power,-127.381,2026-04-29T03:05:12.297Z
sensor.shellypro3em_9454c5b9b340_total_active_power,4.912,2026-04-29T03:05:13.297Z
sensor.shellypro3em_9454c5b9b340_total_active_power,135.085,2026-04-29T03:05:14.296Z
sensor.shellypro3em_9454c5b9b340_total_active_power,140.889,2026-04-29T03:05:15.301Z
sensor.shellypro3em_9454c5b9b340_total_active_power,43.806,2026-04-29T03:05:16.294Z
sensor.shellypro3em_9454c5b9b340_total_active_power,-13.054,2026-04-29T03:05:18.294Z
sensor.shellypro3em_9454c5b9b340_total_active_power,13.29,2026-04-29T03:05:20.298Z
sensor.shellypro3em_9454c5b9b340_total_active_power,19.834,2026-04-29T03:05:23.335Z
sensor.shellypro3em_9454c5b9b340_total_active_power,18.673,2026-04-29T03:05:32.283Z
sensor.shellypro3em_9454c5b9b340_total_active_power,15.309,2026-04-29T03:05:34.282Z
sensor.shellypro3em_9454c5b9b340_total_active_power,16.234,2026-04-29T03:05:36.328Z
sensor.shellypro3em_9454c5b9b340_total_active_power,12.18,2026-04-29T03:05:37.296Z
sensor.shellypro3em_9454c5b9b340_total_active_power,14.434,2026-04-29T03:05:38.277Z
sensor.shellypro3em_9454c5b9b340_total_active_power,15.611,2026-04-29T03:05:47.272Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.927,2026-04-29T03:05:49.322Z
sensor.shellypro3em_9454c5b9b340_total_active_power,13.004,2026-04-29T03:05:58.263Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.245,2026-04-29T03:06:00.393Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.875,2026-04-29T03:06:08.257Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.909,2026-04-29T03:06:13.258Z
sensor.shellypro3em_9454c5b9b340_total_active_power,6.594,2026-04-29T03:06:22.287Z
sensor.shellypro3em_9454c5b9b340_total_active_power,6.325,2026-04-29T03:06:36.243Z
sensor.shellypro3em_9454c5b9b340_total_active_power,6.426,2026-04-29T03:06:39.248Z
sensor.shellypro3em_9454c5b9b340_total_active_power,4.912,2026-04-29T03:06:41.296Z
sensor.shellypro3em_9454c5b9b340_total_active_power,0.69,2026-04-29T03:06:55.252Z
sensor.shellypro3em_9454c5b9b340_total_active_power,2.052,2026-04-29T03:07:09.259Z
sensor.shellypro3em_9454c5b9b340_total_active_power,-0.824,2026-04-29T03:07:24.222Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.817,2026-04-29T03:07:27.219Z
sensor.shellypro3em_9454c5b9b340_total_active_power,12.146,2026-04-29T03:07:28.219Z
sensor.shellypro3em_9454c5b9b340_total_active_power,13.038,2026-04-29T03:07:42.225Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.514,2026-04-29T03:07:43.217Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.12,2026-04-29T03:07:46.264Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.262,2026-04-29T03:07:52.217Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.91,2026-04-29T03:08:03.218Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.103,2026-04-29T03:08:05.208Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.361,2026-04-29T03:08:19.229Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.228,2026-04-29T03:08:24.210Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.194,2026-04-29T03:08:25.250Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.153,2026-04-29T03:08:39.210Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.8,2026-04-29T03:08:53.217Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.338,2026-04-29T03:09:07.219Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.168,2026-04-29T03:09:21.218Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.099,2026-04-29T03:09:24.219Z
sensor.shellypro3em_9454c5b9b340_total_active_power,14.535,2026-04-29T03:09:27.219Z
sensor.shellypro3em_9454c5b9b340_total_active_power,12.802,2026-04-29T03:09:28.223Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.63,2026-04-29T03:09:40.221Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.523,2026-04-29T03:09:42.243Z
sensor.shellypro3em_9454c5b9b340_total_active_power,12.062,2026-04-29T03:09:48.258Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.598,2026-04-29T03:09:49.221Z
sensor.shellypro3em_9454c5b9b340_total_active_power,6.157,2026-04-29T03:09:56.223Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.48,2026-04-29T03:09:58.231Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.322,2026-04-29T03:09:59.222Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.355,2026-04-29T03:10:00.347Z
sensor.shellypro3em_9454c5b9b340_total_active_power,12.23,2026-04-29T03:10:09.224Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.075,2026-04-29T03:10:10.224Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.294,2026-04-29T03:10:24.226Z
sensor.shellypro3em_9454c5b9b340_total_active_power,12.163,2026-04-29T03:10:30.226Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.899,2026-04-29T03:10:31.225Z
sensor.shellypro3em_9454c5b9b340_total_active_power,6.208,2026-04-29T03:10:36.226Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.875,2026-04-29T03:10:40.232Z
sensor.shellypro3em_9454c5b9b340_total_active_power,12.23,2026-04-29T03:10:45.285Z
sensor.shellypro3em_9454c5b9b340_total_active_power,5.972,2026-04-29T03:10:52.264Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.824,2026-04-29T03:11:06.228Z
sensor.shellypro3em_9454c5b9b340_total_active_power,5.03,2026-04-29T03:11:08.228Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.69,2026-04-29T03:11:09.241Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.456,2026-04-29T03:11:10.228Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.866,2026-04-29T03:11:20.235Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.624,2026-04-29T03:11:33.230Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.06,2026-04-29T03:11:35.229Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.673,2026-04-29T03:11:49.290Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.168,2026-04-29T03:12:03.247Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.765,2026-04-29T03:12:17.220Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.74,2026-04-29T03:12:31.224Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.166,2026-04-29T03:12:45.227Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.978,2026-04-29T03:12:57.226Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.553,2026-04-29T03:12:58.232Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.294,2026-04-29T03:13:12.225Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.766,2026-04-29T03:13:18.225Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.077,2026-04-29T03:13:20.248Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.271,2026-04-29T03:13:27.229Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.815,2026-04-29T03:13:28.222Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.942,2026-04-29T03:13:42.221Z
sensor.shellypro3em_9454c5b9b340_total_active_power,12.297,2026-04-29T03:13:45.269Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.738,2026-04-29T03:13:48.221Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.581,2026-04-29T03:14:02.214Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.236,2026-04-29T03:14:16.211Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.572,2026-04-29T03:14:30.212Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.437,2026-04-29T03:14:44.222Z
sensor.shellypro3em_9454c5b9b340_total_active_power,12.365,2026-04-29T03:14:58.202Z
sensor.shellypro3em_9454c5b9b340_total_active_power,6.965,2026-04-29T03:15:07.199Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.447,2026-04-29T03:15:10.209Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.856,2026-04-29T03:15:12.197Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.051,2026-04-29T03:15:27.190Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.37,2026-04-29T03:15:42.211Z
sensor.shellypro3em_9454c5b9b340_total_active_power,12.045,2026-04-29T03:15:57.170Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.176,2026-04-29T03:16:05.165Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.452,2026-04-29T03:16:19.158Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.983,2026-04-29T03:16:33.150Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.538,2026-04-29T03:16:47.179Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.723,2026-04-29T03:17:01.142Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.649,2026-04-29T03:17:15.133Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.353,2026-04-29T03:17:29.126Z
sensor.shellypro3em_9454c5b9b340_total_active_power,12.836,2026-04-29T03:17:30.190Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.387,2026-04-29T03:17:32.175Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.344,2026-04-29T03:17:46.162Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.228,2026-04-29T03:17:51.117Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.31,2026-04-29T03:17:54.150Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.598,2026-04-29T03:18:08.150Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.051,2026-04-29T03:18:22.148Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.523,2026-04-29T03:18:33.113Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.236,2026-04-29T03:18:36.148Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.385,2026-04-29T03:18:50.149Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.295,2026-04-29T03:18:54.150Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.772,2026-04-29T03:18:55.115Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.849,2026-04-29T03:19:09.145Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.624,2026-04-29T03:19:15.167Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.942,2026-04-29T03:19:16.149Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.437,2026-04-29T03:19:30.101Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.656,2026-04-29T03:19:44.094Z
sensor.shellypro3em_9454c5b9b340_total_active_power,12.264,2026-04-29T03:19:58.089Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.647,2026-04-29T03:20:12.082Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.252,2026-04-29T03:20:26.078Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.574,2026-04-29T03:20:32.081Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.11,2026-04-29T03:20:33.122Z
sensor.shellypro3em_9454c5b9b340_total_active_power,10.716,2026-04-29T03:20:39.076Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.959,2026-04-29T03:20:40.100Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.892,2026-04-29T03:20:54.074Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.135,2026-04-29T03:21:08.074Z
sensor.shellypro3em_9454c5b9b340_total_active_power,-55.986,2026-04-29T03:21:09.073Z
sensor.shellypro3em_9454c5b9b340_total_active_power,-54.438,2026-04-29T03:21:10.077Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.168,2026-04-29T03:21:11.072Z
sensor.shellypro3em_9454c5b9b340_total_active_power,5.888,2026-04-29T03:21:12.149Z
sensor.shellypro3em_9454c5b9b340_total_active_power,5.854,2026-04-29T03:21:18.149Z
sensor.shellypro3em_9454c5b9b340_total_active_power,5.148,2026-04-29T03:21:32.079Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.667,2026-04-29T03:21:46.080Z
sensor.shellypro3em_9454c5b9b340_total_active_power,9.589,2026-04-29T03:21:58.086Z
sensor.shellypro3em_9454c5b9b340_total_active_power,5.047,2026-04-29T03:21:59.189Z
sensor.shellypro3em_9454c5b9b340_total_active_power,6.796,2026-04-29T03:22:03.121Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.903,2026-04-29T03:22:04.086Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.335,2026-04-29T03:22:13.088Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.247,2026-04-29T03:22:19.094Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.873,2026-04-29T03:22:31.093Z
sensor.shellypro3em_9454c5b9b340_total_active_power,6.578,2026-04-29T03:22:34.155Z
sensor.shellypro3em_9454c5b9b340_total_active_power,8.159,2026-04-29T03:22:45.104Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.52,2026-04-29T03:22:46.095Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.516,2026-04-29T03:22:52.100Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.436,2026-04-29T03:23:01.211Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.667,2026-04-29T03:23:05.105Z
sensor.shellypro3em_9454c5b9b340_total_active_power,2.187,2026-04-29T03:23:19.150Z
sensor.shellypro3em_9454c5b9b340_total_active_power,2.877,2026-04-29T03:23:33.130Z
sensor.shellypro3em_9454c5b9b340_total_active_power,4.004,2026-04-29T03:23:47.144Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.738,2026-04-29T03:23:59.144Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.398,2026-04-29T03:24:00.297Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.772,2026-04-29T03:24:05.144Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.651,2026-04-29T03:24:07.145Z
sensor.shellypro3em_9454c5b9b340_total_active_power,6.477,2026-04-29T03:24:18.150Z
sensor.shellypro3em_9454c5b9b340_total_active_power,2.389,2026-04-29T03:24:22.193Z
sensor.shellypro3em_9454c5b9b340_total_active_power,5.821,2026-04-29T03:24:25.151Z
sensor.shellypro3em_9454c5b9b340_total_active_power,2.288,2026-04-29T03:24:28.209Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.284,2026-04-29T03:24:38.157Z
sensor.shellypro3em_9454c5b9b340_total_active_power,4.929,2026-04-29T03:24:42.156Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.331,2026-04-29T03:24:45.156Z
sensor.shellypro3em_9454c5b9b340_total_active_power,2.456,2026-04-29T03:24:48.186Z
sensor.shellypro3em_9454c5b9b340_total_active_power,5.232,2026-04-29T03:24:51.160Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.045,2026-04-29T03:24:52.158Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.701,2026-04-29T03:24:53.157Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.196,2026-04-29T03:24:55.160Z
sensor.shellypro3em_9454c5b9b340_total_active_power,6.712,2026-04-29T03:25:01.180Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.432,2026-04-29T03:25:02.160Z
sensor.shellypro3em_9454c5b9b340_total_active_power,4.963,2026-04-29T03:25:12.166Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.011,2026-04-29T03:25:15.166Z
sensor.shellypro3em_9454c5b9b340_total_active_power,5.282,2026-04-29T03:25:20.183Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.936,2026-04-29T03:25:34.171Z
sensor.shellypro3em_9454c5b9b340_total_active_power,4.374,2026-04-29T03:25:48.171Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.385,2026-04-29T03:25:50.172Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.684,2026-04-29T03:25:52.188Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.735,2026-04-29T03:26:06.169Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.179,2026-04-29T03:26:16.170Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.095,2026-04-29T03:26:30.204Z
sensor.shellypro3em_9454c5b9b340_total_active_power,5.686,2026-04-29T03:26:36.221Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.432,2026-04-29T03:26:37.181Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.449,2026-04-29T03:26:51.171Z
sensor.shellypro3em_9454c5b9b340_total_active_power,5.888,2026-04-29T03:26:57.166Z
sensor.shellypro3em_9454c5b9b340_total_active_power,4.593,2026-04-29T03:26:58.164Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.701,2026-04-29T03:27:12.163Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.583,2026-04-29T03:27:26.175Z
sensor.shellypro3em_9454c5b9b340_total_active_power,6.51,2026-04-29T03:27:40.224Z
sensor.shellypro3em_9454c5b9b340_total_active_power,4.946,2026-04-29T03:27:44.166Z
sensor.shellypro3em_9454c5b9b340_total_active_power,7.133,2026-04-29T03:27:46.169Z
sensor.shellypro3em_9454c5b9b340_total_active_power,4.222,2026-04-29T03:27:48.168Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.264,2026-04-29T03:27:51.168Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.802,2026-04-29T03:28:05.166Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.415,2026-04-29T03:28:19.205Z
sensor.shellypro3em_9454c5b9b340_total_active_power,5.08,2026-04-29T03:28:21.170Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.398,2026-04-29T03:28:23.170Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.297,2026-04-29T03:28:37.174Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.785,2026-04-29T03:28:51.208Z
sensor.shellypro3em_9454c5b9b340_total_active_power,6.645,2026-04-29T03:29:00.283Z
sensor.shellypro3em_9454c5b9b340_total_active_power,2.221,2026-04-29T03:29:04.201Z
sensor.shellypro3em_9454c5b9b340_total_active_power,2.338,2026-04-29T03:29:18.172Z
sensor.shellypro3em_9454c5b9b340_total_active_power,2.422,2026-04-29T03:29:32.175Z
sensor.shellypro3em_9454c5b9b340_total_active_power,4.979,2026-04-29T03:29:46.173Z
sensor.shellypro3em_9454c5b9b340_total_active_power,4.929,2026-04-29T03:30:00.283Z
sensor.shellypro3em_9454c5b9b340_total_active_power,1.968,2026-04-29T03:30:09.187Z
sensor.shellypro3em_9454c5b9b340_total_active_power,0.925,2026-04-29T03:30:13.173Z
sensor.shellypro3em_9454c5b9b340_total_active_power,3.987,2026-04-29T03:30:15.188Z
sensor.shellypro3em_9454c5b9b340_total_active_power,5.366,2026-04-29T03:30:26.168Z
sensor.shellypro3em_9454c5b9b340_total_active_power,-0.807,2026-04-29T03:30:29.166Z
sensor.shellypro3em_9454c5b9b340_total_active_power,4.391,2026-04-29T03:30:31.165Z
sensor.shellypro3em_9454c5b9b340_total_active_power,15.914,2026-04-29T03:30:32.163Z
sensor.shellypro3em_9454c5b9b340_total_active_power,12.768,2026-04-29T03:30:45.156Z
sensor.shellypro3em_9454c5b9b340_total_active_power,15.695,2026-04-29T03:30:47.189Z
sensor.shellypro3em_9454c5b9b340_total_active_power,13.895,2026-04-29T03:30:49.150Z
sensor.shellypro3em_9454c5b9b340_total_active_power,13.038,2026-04-29T03:31:04.149Z
sensor.shellypro3em_9454c5b9b340_total_active_power,14.568,2026-04-29T03:31:05.134Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.709,2026-04-29T03:31:09.132Z
sensor.shellypro3em_9454c5b9b340_total_active_power,15.41,2026-04-29T03:31:11.129Z
sensor.shellypro3em_9454c5b9b340_total_active_power,14.467,2026-04-29T03:31:16.149Z
sensor.shellypro3em_9454c5b9b340_total_active_power,11.523,2026-04-29T03:31:17.123Z
sensor.shellypro3em_9454c5b9b340_total_active_power,14.451,2026-04-29T03:31:19.122Z
sensor.shellypro3em_9454c5b9b340_total_active_power,17.563,2026-04-29T03:31:20.152Z
sensor.shellypro3em_9454c5b9b340_total_active_power,14.518,2026-04-29T03:31:21.121Z
sensor.shellypro3em_9454c5b9b340_total_active_power,18.69,2026-04-29T03:31:22.149Z
sensor.shellypro3em_9454c5b9b340_total_active_power,14.484,2026-04-29T03:31:26.167Z
sensor.shellypro3em_9454c5b9b340_total_active_power,17.462,2026-04-29T03:31:36.149Z
sensor.shellypro3em_9454c5b9b340_total_active_power,13.071,2026-04-29T03:31:38.148Z
sensor.shellypro3em_9454c5b9b340_total_active_power,16.469,2026-04-29T03:31:44.149Z
sensor.shellypro3em_9454c5b9b340_total_active_power,15.073,2026-04-29T03:31:58.147Z
sensor.shellypro3em_9454c5b9b340_total_active_power,13.054,2026-04-29T03:32:08.105Z
sensor.shellypro3em_9454c5b9b340_total_active_power,15.191,2026-04-29T03:32:13.103Z
sensor.shellypro3em_9454c5b9b340_total_active_power,13.946,2026-04-29T03:32:27.102Z
sensor.shellypro3em_9454c5b9b340_total_active_power,12.634,2026-04-29T03:32:29.101Z
sensor.shellypro3em_9454c5b9b340_total_active_power,16.638,2026-04-29T03:32:31.140Z
sensor.shellypro3em_9454c5b9b340_total_active_power,16.032,2026-04-29T03:32:33.106Z
sensor.shellypro3em_9454c5b9b340_total_active_power,12.398,2026-04-29T03:32:36.100Z
sensor.shellypro3em_9454c5b9b340_total_active_power,16.234,2026-04-29T03:32:43.166Z
sensor.shellypro3em_9454c5b9b340_total_active_power,15.628,2026-04-29T03:32:44.156Z
sensor.shellypro3em_9454c5b9b340_total_active_power,15.527,2026-04-29T03:32:46.099Z
sensor.shellypro3em_9454c5b9b340_total_active_power,15.224,2026-04-29T03:33:00.250Z
sensor.shellypro3em_9454c5b9b340_total_active_power,15.662,2026-04-29T03:33:15.095Z
sensor.shellypro3em_9454c5b9b340_total_active_power,17.142,2026-04-29T03:33:16.095Z
sensor.shellypro3em_9454c5b9b340_total_active_power,13.172,2026-04-29T03:33:18.093Z
sensor.shellypro3em_9454c5b9b340_total_active_power,18.202,2026-04-29T03:33:27.106Z
sensor.shellypro3em_9454c5b9b340_total_active_power,13.761,2026-04-29T03:33:28.095Z
sensor.shellypro3em_9454c5b9b340_total_active_power,15.023,2026-04-29T03:33:42.149Z
sensor.shellypro3em_9454c5b9b340_total_active_power,16.94,2026-04-29T03:33:52.102Z
sensor.shellypro3em_9454c5b9b340_total_active_power,15.258,2026-04-29T03:34:01.135Z
sensor.shellypro3em_9454c5b9b340_total_active_power,15.174,2026-04-29T03:34:15.102Z
sensor.shellypro3em_9454c5b9b340_total_active_power,16.738,2026-04-29T03:34:29.107Z
